 15 12 10 8 6 4 2 0 -1 -2 -3 -5
15,7124 0,778654 0,756808 0,937539 0,965498 0,881305 0,719769 0,796706 0,493468 0,521495 0,799266 0,779856 0,23133
15,7353 0,781528 0,720521 0,921524 0,962844 0,888581 0,718324 0,796247 0,494359 0,517223 0,790523 0,764984 0,221767
15,7582 0,785939 0,680908 0,904603 0,960818 0,896896 0,719769 0,799617 0,493765 0,515621 0,783179 0,75552 0,222222
15,7812 0,792488 0,637688 0,886011 0,954672 0,904241 0,724103 0,806205 0,487827 0,510547 0,77601 0,735241 0,208561
15,8043 0,800307 0,594893 0,866862 0,950901 0,910823 0,731767 0,812869 0,495843 0,503605 0,767267 0,722172 0,214481
15,8274 0,808995 0,547924 0,846181 0,94266 0,917406 0,742509 0,817848 0,480404 0,498798 0,757825 0,704146 0,21357
15,8507 0,818419 0,505341 0,824594 0,934278 0,921217 0,758151 0,826733 0,467933 0,48785 0,743836 0,683416 0,195811
15,874 0,830515 0,465021 0,80266 0,927224 0,927037 0,776933 0,83738 0,462886 0,485981 0,739465 0,665615 0,199909
15,8974 0,845619 0,429653 0,779611 0,920101 0,933758 0,798668 0,851015 0,462589 0,479573 0,734219 0,652772 0,194444
15,9208 0,862661 0,398387 0,754404 0,916189 0,94145 0,823481 0,862352 0,459917 0,475033 0,735618 0,638125 0,195811
15,9444 0,879035 0,375115 0,729685 0,913745 0,950527 0,849614 0,879663 0,462886 0,481709 0,732296 0,632943 0,195811
15,968 0,898282 0,354672 0,70016 0,909694 0,958772 0,874678 0,895519 0,468824 0,480374 0,732995 0,620324 0,191257
15,9917 0,918532 0,340808 0,672446 0,904805 0,965286 0,901564 0,913903 0,4712 0,488385 0,730372 0,613114 0,191712
16,0155 0,936978 0,332249 0,646125 0,90264 0,971522 0,923676 0,936499 0,478325 0,496662 0,740164 0,615818 0,197177
16,0394 0,954554 0,329066 0,619316 0,895795 0,97658 0,943715 0,963309 0,487827 0,515087 0,756426 0,618297 0,204463
16,0633 0,969124 0,325458 0,589235 0,887833 0,977966 0,960487 0,983531 0,495249 0,521762 0,754503 0,622803 0,213115
16,0874 0,981755 0,323477 0,558875 0,87596 0,976649 0,975878 0,996017 0,49614 0,535114 0,756426 0,622803 0,217213
16,1115 0,992047 0,319941 0,528445 0,860385 0,974571 0,983102 1 0,499109 0,537517 0,754503 0,619423 0,229053
16,1357 0,997995 0,317677 0,496971 0,837687 0,968126 0,986054 0,999311 0,502078 0,535915 0,750656 0,614691 0,234062
16,16 1 0,310037 0,464731 0,807515 0,955308 0,982851 0,988434 0,49139 0,520427 0,731596 0,598468 0,233151
16,1844 0,997995 0,303459 0,432909 0,770918 0,939717 0,975124 0,976484 0,483373 0,508678 0,716384 0,583146 0,229508
16,2088 0,993317 0,296951 0,401783 0,722028 0,919554 0,960676 0,953811 0,461698 0,490254 0,698898 0,566021 0,234062
16,2333 0,985965 0,289665 0,372537 0,66825 0,894748 0,940825 0,925699 0,448337 0,470761 0,680713 0,547544 0,226776
16,258 0,974671 0,287543 0,346355 0,610141 0,866616 0,919153 0,896591 0,431116 0,448865 0,655709 0,530419 0,21949
16,2827 0,964045 0,287826 0,324072 0,556502 0,835435 0,895345 0,866794 0,413896 0,432844 0,629131 0,51397 0,217213
16,3075 0,947404 0,288251 0,303809 0,505308 0,800166 0,867642 0,829567 0,386876 0,41709 0,593111 0,49662 0,200364
16,3323 0,925616 0,291646 0,287863 0,45998 0,759008 0,835103 0,791268 0,370843 0,406142 0,566533 0,48986 0,208561
16,3573 0,898015 0,295466 0,274633 0,417237 0,714939 0,796344 0,751972 0,354513 0,395728 0,537681 0,478143 0,204463
16,3823 0,863664 0,294688 0,263491 0,377637 0,666297 0,75702 0,701264 0,344418 0,376235 0,511978 0,46192 0,211749
16,4075 0,829713 0,295183 0,257503 0,340969 0,618279 0,718387 0,657526 0,323634 0,366355 0,486099 0,450203 0,218124
16,4327 0,802246 0,301549 0,259244 0,313521 0,573794 0,68993 0,622597 0,317696 0,361282 0,471586 0,449527 0,232696
16,458 0,778186 0,311311 0,265163 0,290334 0,531874 0,662981 0,591498 0,320962 0,35514 0,457248 0,459216 0,239526
16,4834 0,76081 0,327014 0,276582 0,275457 0,494803 0,649224 0,569284 0,323634 0,360214 0,455499 0,470482 0,245446
16,5089 0,750585 0,350428 0,29218 0,269311 0,465493 0,640304 0,554577 0,328682 0,365821 0,451478 0,488734 0,256375
16,5345 0,748446 0,383674 0,310285 0,272105 0,447409 0,641183 0,544006 0,345309 0,375167 0,457073 0,517576 0,267304
16,5601 0,748112 0,41975 0,328598 0,279438 0,429324 0,642063 0,543164 0,36342 0,39012 0,464242 0,538306 0,29827
16,5859 0,749983 0,461555 0,348374 0,29201 0,416366 0,646272 0,543776 0,37114 0,396796 0,47316 0,569626 0,322404
16,6117 0,757736 0,506826 0,374835 0,311636 0,409645 0,651674 0,546764 0,377375 0,406409 0,488897 0,602073 0,352914
16,6376 0,769565 0,556766 0,410905 0,34055 0,406389 0,661097 0,555956 0,394596 0,424299 0,517748 0,64511 0,387978
16,6637 0,782931 0,604725 0,451361 0,375751 0,410061 0,667504 0,568288 0,418943 0,447263 0,543801 0,690626 0,433515
16,6898 0,796632 0,65035 0,499269 0,413675 0,418237 0,674414 0,577786 0,437648 0,46996 0,578947 0,750338 0,470856
16,716 0,801377 0,684586 0,54648 0,443358 0,423295 0,669137 0,581233 0,449822 0,482243 0,598706 0,784588 0,502277
16,7423 0,799973 0,715357 0,592229 0,470387 0,428562 0,655003 0,581923 0,465558 0,501202 0,625984 0,825372 0,545082
16,7687 0,787877 0,737073 0,633034 0,492457 0,432927 0,634211 0,575258 0,471496 0,511082 0,643819 0,846553 0,575592
16,7951 0,773575 0,75603 0,670775 0,512083 0,440687 0,608078 0,567369 0,482185 0,523364 0,65431 0,861649 0,60929
16,8217 0,757402 0,778312 0,708098 0,532546 0,455308 0,585087 0,561164 0,486936 0,540187 0,670572 0,886886 0,658925
16,8484 0,738822 0,797552 0,736857 0,553709 0,469027 0,565174 0,55427 0,502375 0,546863 0,683336 0,90018 0,686703
16,8752 0,716167 0,81559 0,758025 0,576198 0,482331 0,543753 0,546151 0,515143 0,553805 0,691729 0,912573 0,704918
16,902 0,692709 0,831364 0,774946 0,60169 0,49508 0,521075 0,537495 0,521972 0,56769 0,706417 0,930149 0,726776
16,929 0,669652 0,846997 0,789499 0,628649 0,504296 0,498775 0,528074 0,52791 0,567156 0,714635 0,942542 0,741348
16,956 0,647798 0,860791 0,802242 0,658123 0,512403 0,483322 0,523018 0,53266 0,571429 0,73317 0,953357 0,762295
16,9832 0,624674 0,872887 0,812618 0,684453 0,51656 0,465733 0,515741 0,522565 0,559146 0,732296 0,945922 0,763661
17,0104 0,605159 0,887175 0,822645 0,711901 0,520995 0,453546 0,514056 0,514252 0,551135 0,738591 0,940514 0,779599
17,0377 0,58531 0,899059 0,830722 0,732504 0,52633 0,442364 0,511222 0,516033 0,540988 0,743836 0,934205 0,77459
17,0652 0,571209 0,912923 0,840819 0,751711 0,537209 0,43401 0,514975 0,521378 0,541255 0,747508 0,930825 0,775501
17,0927 0,55684 0,92608 0,849732 0,764772 0,552176 0,426911 0,516507 0,52019 0,536983 0,746984 0,928121 0,772769
17,1203 0,545947 0,939096 0,854537 0,776505 0,571092 0,422074 0,521256 0,514846 0,532443 0,746984 0,92091 0,744536
17,1481 0,535187 0,949565 0,859063 0,786283 0,592711 0,414976 0,525699 0,510986 0,531108 0,752579 0,909419 0,734973
17,1759 0,524962 0,959256 0,863519 0,79201 0,616547 0,410641 0,530065 0,508314 0,5247 0,760797 0,906489 0,71357
17,2038 0,514803 0,96442 0,867349 0,79634 0,643085 0,404548 0,537802 0,498515 0,517757 0,769016 0,892744 0,699454
17,2318 0,505179 0,970644 0,8709 0,797597 0,665674 0,40348 0,544619 0,498515 0,507877 0,770764 0,880352 0,663479
17,26 0,497026 0,972059 0,874173 0,799623 0,684243 0,399774 0,553045 0,48367 0,494259 0,764644 0,865255 0,623862
17,2882 0,494219 0,972413 0,881206 0,801299 0,698101 0,400842 0,561394 0,483076 0,483044 0,760273 0,855115 0,599727
17,3165 0,49041 0,971493 0,885663 0,802486 0,708495 0,403354 0,568977 0,472684 0,470494 0,748383 0,836413 0,556466
17,345 0,489274 0,970503 0,890815 0,802347 0,716117 0,410076 0,580697 0,461698 0,465421 0,746109 0,822443 0,53051
17,3735 0,489541 0,96442 0,896525 0,802836 0,719166 0,416232 0,587591 0,457838 0,456876 0,735268 0,797431 0,485428
17,4021 0,490811 0,960105 0,901539 0,80542 0,720967 0,428984 0,60046 0,453088 0,457677 0,735268 0,779856 0,456739
17,4309 0,495088 0,95296 0,904185 0,808074 0,720898 0,438972 0,606817 0,445962 0,451535 0,725127 0,757323 0,422587
17,4597 0,498028 0,942421 0,908781 0,812474 0,717503 0,453923 0,61509 0,432898 0,442991 0,72163 0,738621 0,383424
17,4887 0,501905 0,927354 0,910522 0,817153 0,714523 0,466989 0,616852 0,41924 0,431509 0,702221 0,719468 0,339253
17,5177 0,507719 0,912428 0,91275 0,824417 0,712514 0,482945 0,626886 0,410629 0,4251 0,6975 0,707075 0,323315
17,5469 0,511595 0,889156 0,912332 0,828677 0,709742 0,498084 0,633321 0,405582 0,417624 0,679489 0,695133 0,299636
17,5761 0,516875 0,865176 0,912193 0,83615 0,711405 0,512155 0,641976 0,398456 0,412016 0,673894 0,682064 0,278233
17,6055 0,520016 0,835255 0,909686 0,843484 0,715701 0,52742 0,647338 0,38361 0,403204 0,664102 0,661109 0,266393
17,635 0,528303 0,801797 0,907806 0,856544 0,724293 0,541994 0,655305 0,377078 0,390921 0,655884 0,64128 0,247723
17,6646 0,538395 0,767348 0,906622 0,869605 0,738082 0,559269 0,662352 0,376485 0,392256 0,647841 0,628436 0,241348
17,6943 0,551627 0,727948 0,903489 0,884411 0,753603 0,576795 0,672922 0,374703 0,388518 0,638923 0,611762 0,22541
17,7241 0,571008 0,688265 0,900703 0,899148 0,774667 0,592374 0,692149 0,372922 0,388785 0,633852 0,599369 0,218579
17,754 0,596471 0,648087 0,893949 0,912977 0,799266 0,61078 0,712907 0,369359 0,387984 0,635601 0,59644 0,208106
17,784 0,624206 0,610101 0,888726 0,926386 0,824764 0,633206 0,732746 0,368171 0,390921 0,637349 0,589229 0,200364
17,8141 0,656152 0,570913 0,880092 0,939167 0,852689 0,657579 0,759786 0,375297 0,398665 0,64242 0,591483 0,20765
17,8444 0,686159 0,529674 0,872432 0,951879 0,881375 0,685784 0,786825 0,388361 0,414686 0,647666 0,589229 0,214026
17,8747 0,715699 0,488505 0,859829 0,959491 0,905626 0,714429 0,812332 0,392221 0,422163 0,656933 0,584498 0,221767
17,9052 0,743701 0,446417 0,842351 0,964311 0,92773 0,744268 0,835236 0,393705 0,42964 0,66078 0,580216 0,226776
17,9358 0,769498 0,405673 0,820904 0,965288 0,945399 0,773415 0,8527 0,404988 0,438184 0,663403 0,576836 0,226321
17,9664 0,791419 0,369739 0,792563 0,961587 0,96092 0,798982 0,869399 0,408254 0,443258 0,665151 0,577738 0,234062
17,9972 0,805654 0,336847 0,753917 0,951809 0,968057 0,821345 0,876293 0,413896 0,444593 0,664976 0,570527 0,224044
18,0282 0,818085 0,311806 0,706915 0,935955 0,970205 0,842641 0,887093 0,412708 0,445928 0,66078 0,563993 0,226776
18,0592 0,827976 0,291292 0,651626 0,91591 0,970205 0,856963 0,889544 0,409739 0,442457 0,657458 0,55881 0,229053
18,0903 0,833456 0,273113 0,587355 0,889021 0,962029 0,870972 0,882957 0,401722 0,430441 0,643119 0,550023 0,227687
18,1216 0,838 0,258612 0,525172 0,857871 0,952675 0,877254 0,876063 0,39519 0,426969 0,628956 0,534926 0,234062
18,153 0,840941 0,246233 0,466541 0,819318 0,942073 0,88297 0,863118 0,377969 0,41522 0,610946 0,512393 0,236794
18,1845 0,845486 0,241848 0,416197 0,780975 0,930225 0,887619 0,847798 0,368765 0,407477 0,599405 0,501352 0,243625
18,2161 0,849763 0,240504 0,374138 0,740327 0,917198 0,891702 0,836997 0,349762 0,399466 0,582619 0,495043 0,248178
18,2478 0,854976 0,248072 0,344892 0,698631 0,902993 0,894529 0,829031 0,351247 0,397063 0,577199 0,498873 0,247723
18,2797 0,857782 0,257268 0,319476 0,651697 0,88969 0,898046 0,81915 0,35481 0,402937 0,567232 0,510365 0,245902
18,3116 0,862862 0,269293 0,30353 0,603436 0,874169 0,900182 0,813252 0,35867 0,403204 0,567757 0,525913 0,248178
18,3437 0,866404 0,283441 0,295801 0,556642 0,856222 0,899805 0,801915 0,359561 0,402403 0,561811 0,541911 0,257286
18,3759 0,865735 0,298083 0,29037 0,511943 0,831694 0,89434 0,787668 0,366686 0,401602 0,55814 0,557909 0,269581
18,4082 0,861926 0,316262 0,29023 0,470177 0,804809 0,887367 0,772501 0,368468 0,401068 0,555517 0,573231 0,287341
18,4407 0,857515 0,341232 0,295174 0,43372 0,773905 0,877065 0,75519 0,366983 0,401602 0,552719 0,593511 0,306922
18,4733 0,849963 0,370093 0,304366 0,40285 0,738013 0,863182 0,731597 0,36342 0,401335 0,549921 0,614466 0,32969
18,506 0,845419 0,408502 0,318223 0,379243 0,702813 0,851058 0,713367 0,359264 0,403204 0,552369 0,634295 0,348361
18,5388 0,838802 0,450944 0,33403 0,363947 0,668999 0,838558 0,694676 0,360748 0,409346 0,552369 0,65142 0,378415
18,5717 0,831651 0,494235 0,353597 0,3541 0,631929 0,821848 0,678131 0,364311 0,420027 0,555692 0,671474 0,411658
18,6048 0,822429 0,53604 0,377202 0,352004 0,592087 0,808279 0,657985 0,36342 0,421896 0,556566 0,679135 0,438525
18,638 0,810934 0,574874 0,404707 0,356405 0,554809 0,789497 0,640291 0,373515 0,425367 0,563735 0,693781 0,477687
18,6713 0,798971 0,611091 0,436321 0,366811 0,518016 0,774546 0,624358 0,373219 0,423765 0,567232 0,706399 0,510474
18,7047 0,785671 0,643418 0,474201 0,378964 0,488914 0,752434 0,605132 0,382126 0,424833 0,574751 0,72758 0,539162
18,7383 0,770434 0,667468 0,514379 0,393281 0,461475 0,731327 0,586212 0,38747 0,426435 0,578248 0,746733 0,57878
18,772 0,75406 0,687345 0,556647 0,40697 0,440895 0,70821 0,56982 0,394596 0,433111 0,584018 0,757774 0,604736
18,8058 0,734545 0,703827 0,597243 0,421916 0,426136 0,67812 0,5509 0,405879 0,435781 0,592236 0,764534 0,632514
18,8398 0,712758 0,718752 0,636376 0,437212 0,416159 0,646523 0,53535 0,409145 0,445928 0,598706 0,763632 0,651639
